id,package,review,merged_main,merged_second
de4f3f5d-df4d-11e6-8f37-fa163e345ce9,com.evancharlton.mileage,galaxy nexus fixed force close issues app is so freaking awesome thank you,wrong,
e0c79265-df4d-11e6-8f37-fa163e345ce9,com.evancharlton.mileage,good but no plots on gnex used to get plots on my droid incredible but every time i try to view plots on galaxy nexus it crashes the app,feature,
0914577d-df4e-11e6-8f37-fa163e345ce9,com.evancharlton.mileage,buggy constantly crashes when calculating statistics with ics,feature,
793aabc8-df4e-11e6-8f37-fa163e345ce9,com.evancharlton.mileage,would be excellent if restore from another device worked instead it crashes,feature,
e13d41b2-df4e-11e6-8f37-fa163e345ce9,com.evancharlton.mileage,been using this since i got the droid and it was working great now it just keeps crashing upon opening even after uninstalling and reinstalling,update,
4ccfb5e2-df4f-11e6-8f37-fa163e345ce9,com.evancharlton.mileage,after updating it force closes and wont even open on my motorola droid,update,
5612ed39-df4f-11e6-8f37-fa163e345ce9,com.evancharlton.mileage,loved it b4 this update now it wont open force closes on my moment,feature,update
583d203f-df4f-11e6-8f37-fa163e345ce9,com.evancharlton.mileage,worked fine until last update just plain crashes when trying to enter the fill up info well this sucks droid 2,feature,
88940033-df4f-11e6-8f37-fa163e345ce9,com.evancharlton.mileage,update wont open just force closes,update,
893c7536-df4f-11e6-8f37-fa163e345ce9,com.evancharlton.mileage,started force closing every time try to save new entry fix this and my rating would be 5 stars,feature,
8e6e6a02-df4f-11e6-8f37-fa163e345ce9,com.evancharlton.mileage,force closes on moto droid was great,not meaningful,
90b4b088-df4f-11e6-8f37-fa163e345ce9,com.evancharlton.mileage,force close after update still not fixed,update,
c42d91f1-df4f-11e6-8f37-fa163e345ce9,com.evancharlton.mileage,latest update force crashes,update,
c56cc8b5-df4f-11e6-8f37-fa163e345ce9,com.evancharlton.mileage,force closes when opening after upgrade,update,feature
c5a3b737-df4f-11e6-8f37-fa163e345ce9,com.evancharlton.mileage,do not update was 1 of the best mileage apps i have used so far but update force closes when trying to open app htc dream 15,update,
cbbd9b11-df4f-11e6-8f37-fa163e345ce9,com.evancharlton.mileage,just updated now force closes lost all entries,update,
066e0522-df50-11e6-8f37-fa163e345ce9,com.evancharlton.mileage,was working fine till now after upgrade force close every time galaxy spica,update,
0e39deb6-df50-11e6-8f37-fa163e345ce9,com.evancharlton.mileage,i did backupnot restoring and force closes dont upgrade is there a way to install older version,update,
106ac87c-df50-11e6-8f37-fa163e345ce9,com.evancharlton.mileage,love this app but update force closes on g2,update,
4eb1c6f1-df50-11e6-8f37-fa163e345ce9,com.evancharlton.mileage,consistant crashing on import data,resource management,
544d52fe-df50-11e6-8f37-fa163e345ce9,com.evancharlton.mileage,getting error and force close unable to use evo android 22,not meaningful,
9e14a685-df50-11e6-8f37-fa163e345ce9,com.evancharlton.mileage,im a little irritated right now with this app since it keeps forcing closed when i try to restore my latest back up so im not happy right now,feature,
a474bb15-df50-11e6-8f37-fa163e345ce9,com.evancharlton.mileage,excellent program with all the trimmings only problem force close after upgrading my cliq to android v21 and had to reinstall,update,
a6be0edb-df50-11e6-8f37-fa163e345ce9,com.evancharlton.mileage,this app is utter garbage when you have to reinstall it for any reason the import backups force closes on heros and desires use acar instead,not meaningful,
e9789401-df50-11e6-8f37-fa163e345ce9,com.evancharlton.mileage,import causes crashes please fix,resource management,
f29caaa1-df50-11e6-8f37-fa163e345ce9,com.evancharlton.mileage,crashes when trying to import previously exported backup,resource management,
486c70c8-df51-11e6-8f37-fa163e345ce9,com.evancharlton.mileage,to fix force closes when importing csv files try different datetime formats i had wrong one selected dev need better error handling for inputs,resource management,
4c7a09d5-df51-11e6-8f37-fa163e345ce9,com.evancharlton.mileage,force close when importing previously created backups i spend hours to import at first time and now forced to find another app,resource management,
4d26c49a-df51-11e6-8f37-fa163e345ce9,com.evancharlton.mileage,force closes when importing backup csv file emailed developer and received no response epic 4g,resource management,
4ebddf60-df51-11e6-8f37-fa163e345ce9,com.evancharlton.mileage,had been working great on g1 on g2 wandroid 22 force closes when try to import previous database,resource management,
db7410d4-afca-11e6-be22-b252784303c8,com.fsck.k9,k9 is a very good email app unfortunately k9 crashes randomly on android 601 moto g4 plus at times the stored emails get corrupted,not meaningful,
e01c634e-afca-11e6-be22-b252784303c8,com.fsck.k9,crashes daily i used this for years but since it started crashing every day ill have to start looking for something better,update,
e7fc875c-afca-11e6-be22-b252784303c8,com.fsck.k9,became buggy ive been using this for a long time now everytime i try to delete mail it freezes and crashes reported bug many times and not so much as a response from it,feature,
f6b04365-afca-11e6-be22-b252784303c8,com.fsck.k9,i used to love the app i still use it but the app crashes then emails dont load properly after the update its a huge disappointment,feature,
f772a90d-afca-11e6-be22-b252784303c8,com.fsck.k9,used to be good crashes every time i select more than a few emails for deletion also hard to visually distinguish between read and unread uninstalling,feature,
00057c45-afcb-11e6-be22-b252784303c8,com.fsck.k9,has nice interface and functions but keeps on overheating my phone and crashing,not meaningful,
045108cf-afcb-11e6-be22-b252784303c8,com.fsck.k9,great great app but it crashes when it is used with orbot and orwall,feature,
052d10f8-afcb-11e6-be22-b252784303c8,com.fsck.k9,crash crashing on nougat cant use it,update,
0af10b98-afcb-11e6-be22-b252784303c8,com.fsck.k9,stopped working for some reason today this has just stopped working ive cleared my cache now tried uninstalling and reinstalling but get so far in the setting up process and each time the app just crashes over and over today i missed a very important email because of this and still cant get it to work very unhappy,update,
1adc5d46-afcb-11e6-be22-b252784303c8,com.fsck.k9,rubbish error while entering email then crashes,feature,
2291efcd-afcb-11e6-be22-b252784303c8,com.fsck.k9,k9 mail 5 stars i prefer how reliable the k9 mail program is and rarely crashes,wrong,
996a4851-afcb-11e6-be22-b252784303c8,com.fsck.k9,frustrating enough to make you cry just kept having crash issues draughts were not completely saved resulting in frustration the interface gets in the way of itself making it hard to star messages without scrolling down the page the developers havent responded at any point but i could be the anomaly ive since cleared data and removed all my accounts and started to put them back on one by one but this is not favourable it will also not let me export my account settings so i cant back my settings up if it goes t tsup again rsvp,feature,
d0e2924a-afcb-11e6-be22-b252784303c8,com.fsck.k9,a lot of fcs when did all the forced closes crashes start this app has become really unstable,not meaningful,
d41b9d45-afcb-11e6-be22-b252784303c8,com.fsck.k9,problems sending email and numerous crashes i have used and loved this app for several years and thought it was the best email app our there but on my new s7 i am having nothing but trouble constant problems when sending emails and crashes at least 4 times a day i will be uninstalling and trying to find another app,feature,
d4e4b9a8-afcb-11e6-be22-b252784303c8,com.fsck.k9,keeps stopping used to be great but now crashes stops several times each day on my new phone getting ready to uninstall if not resolved soon,wrong,
f2e032c3-afcb-11e6-be22-b252784303c8,com.fsck.k9,keeps crashing please fix otherwise fine,not meaningful,
f81c87de-afcb-11e6-be22-b252784303c8,com.fsck.k9,sorry it now crashes and has become unusable,not meaningful,
1b2f1bdf-afcc-11e6-be22-b252784303c8,com.fsck.k9,used to be great then i had to switch because of wrong dates and therefore sorting on some messages lack of swipes a crash constantly occurring when receiving some type of messages probably malformed but no other client i have tried crashed because of that and missing features in notifications,feature,
6d0cbfce-afcc-11e6-be22-b252784303c8,com.fsck.k9,love it extremely easy fast and accurate without crashing and best of all is free,wrong,
cda85967-afcc-11e6-be22-b252784303c8,com.fsck.k9,crashes cannot compact unfortunately it stops regularly installed new update tapped sync crash have 4 accounts all popsmtp all empty but now one shows larger size after compacting pls fix,update,
d68554e9-afcc-11e6-be22-b252784303c8,com.fsck.k9,still crashing when download many messages the app crashing every time,resource management,
0526e3bb-afcd-11e6-be22-b252784303c8,com.fsck.k9,crash always when start creating email whats wrong im using lolipop,feature,
46583102-afcd-11e6-be22-b252784303c8,com.fsck.k9,nearly perfect does what i want it to do but with the recent update it keeps crashing,update,
4a95b3b3-afcd-11e6-be22-b252784303c8,com.fsck.k9,keeps crashing since last update what changed ive been using for years and have liked but k9 keeps crashing and is unusable for the past several days im using a nexus 5 with 601,update,
8e34cbd3-afcd-11e6-be22-b252784303c8,com.fsck.k9,used to be great needs updating i have used k9 for a number of years it previously worked wonderfully however it now constantly freezes and crashes displaying a single email can regularly take 30 seconds i would dearly love to see this wonderful app updated to resolve these problems running on note 4 latest stock verizon android version,resource management,
63aa2f6b-afce-11e6-be22-b252784303c8,com.fsck.k9,the best popsmtp mail client of those ive tried available from play store four issues short of a 5start rating 1 the toofrequent crash and die failures 2 no indication of which account im dealing with when in any of the settings pages perhaps the account name beside the page title settings nsaportalgmailcon would be a solution 3 no spelling checker please start with engb 4 the unread messages indicator shown on the widget selector doesnt exist however these minor niggles wont stop me using k9 or send me out in search of a replacement bigups to the developers excellent work is this project still in development or are these issues never going to be addressed,feature,
130da10c-afcf-11e6-be22-b252784303c8,com.fsck.k9,constantly crashes and when its not crashing its very slow,not meaningful,
169f5358-afcf-11e6-be22-b252784303c8,com.fsck.k9,not the best email app for android in fact not even better than stock so many times ive tried k9 mail now and came back disappointed every time it crashes randomly is impossible to set up with exchange and does not even properly support push the app boasts to be best android email app but in fact is not even better than the stock android mail client quite the contrary in stock client you just enter ms exchange email address and password done not so in k9 maybe one day when k9 mail does not suck ill give it 5 stars until then 1 star for repeatedly wasting my time,not meaningful,
dbe6dd1f-afcf-11e6-be22-b252784303c8,com.fsck.k9,best interface with unacceptable bug 80 of the time deleting emails results in crash notification unfortunately k9 mail has stopped just too irritating to accept submitting crash reports have resulted in no feedback from k9 let alone a problem fix its really a shame because it has my favorite look features manage 2 important pop3 email accounts need better reliability stability,feature,
d6b827e4-afd0-11e6-be22-b252784303c8,com.fsck.k9,used to be great but not good lately i have used this app for my email for years and it was really good until a few months ago since then the performance has been terrible and it crashed multiple times per day even doing something as simple as opening an email this week it has stopped showing new emails i get notifications that i have new email but when i open the app the newest message in my inbox is from 5 days ago please fix these issues or i will have to continue using another app,feature,
7268437a-afd1-11e6-be22-b252784303c8,com.fsck.k9,terrible app this app crashes at a minimum daily sometimes it will crash several times per day my favorite thing is when i get 500 notifications for the same email love that also the nice 4 gig burn on my data from the turd running all night was a great surprise do yourself a favor and skip this app,not meaningful,
74691c90-afd1-11e6-be22-b252784303c8,com.fsck.k9,just hate it crashes with every try to login,feature,
f3c135c9-afd1-11e6-be22-b252784303c8,com.fsck.k9,have used for years now but it has been force closing constantly since the last update sometimes when im not even looking at the app not happy please fix this,update,
7a61a0af-afd2-11e6-be22-b252784303c8,com.fsck.k9,my favourite email client when it comes to customizations however the seemingly unsolved issues below makes me go for other alternatives great drain on battery of almost 60 which reduces battery life while the phone is idle lots of heat generated from idle phone use frequent app crashes,not meaningful,
8163c0aa-afd2-11e6-be22-b252784303c8,com.fsck.k9,grrr update 3 now crashing almost every time i delete a message either from within the message or from the lost of messages update2 fixed link clicks so they work good for most part but seriously annoying when on a daily basis it randomly turns off sync so messages stop being deleted on server no reason why just stops dont notice till you log in via web and see that hundreds of emails that you thought were deleted are all still sitting there waste of time,feature,
11d76dcd-afd3-11e6-be22-b252784303c8,com.fsck.k9,install crashes on android 5 on z3 even remove of the old version did not help,not meaningful,
141d3f27-afd3-11e6-be22-b252784303c8,com.fsck.k9,k9 this app crashes more than evel knievel,not meaningful,
b88eb899-afd3-11e6-be22-b252784303c8,com.fsck.k9,crashes it crashes far too often making it useless,not meaningful,
61c70805-afd4-11e6-be22-b252784303c8,com.fsck.k9,crash city nexus 4 stock rom latest and crashes every time i multi select emails eg to bulk delete happens on kaiten fork as well so clearly a major issue with the build and not update for months has fixed it despite constantly sending crash logs giving up and moving to type mail,feature,
61f59217-afd4-11e6-be22-b252784303c8,com.fsck.k9,installed tried to set up forced closed repeatedly uninstalled,not meaningful,
62f093e9-afd4-11e6-be22-b252784303c8,com.fsck.k9,crashes continually crashes,not meaningful,
0feb1c42-afd5-11e6-be22-b252784303c8,com.fsck.k9,reboot problem ive had the app for years and have been happy with it until the android 5 update on my note 3 after the update my phone started crashingrebooting about once a day i spent weeks trying to track down the problem i did a reset on my phone and reinstalled my critical apps and the problem was still present it would happen even when the phone was sitting on charge overnight i called att and they admitted that this was one of the problems they were seeing since the android 5 update but all they could offer was a 100 phone replacement with no guarantee that this was solve the problem then i realized that it often happened when i was checking my email with k9 i removed k9 rebooted my phone and it has only crashed once in the last 7 days so while there may be an underlying problem with android 5 it becomes a critical problem with k9 installed,update,
17cd640c-afd5-11e6-be22-b252784303c8,com.fsck.k9,crashes it crashes a bit too often everyday at least once or twice using galaxy s4,not meaningful,
d5334326-afd5-11e6-be22-b252784303c8,com.fsck.k9,was fantastic current version needs help ive been using this mail client for years and it was phenomenal however about 2 or 3 updates ago it started crashing when opening certain messages or only displaying a tiny piece of the message with the rest of the screen just a blank white space more recent updates have changed and tweaked this problem but they havent managed to kill it yet making the app very hard to use for productivity purposes back to webmail for me and will give 5 stars once the app is stable again,resource management,
d8f86182-afd5-11e6-be22-b252784303c8,com.fsck.k9,like the app in general works well but it does periodically crash which is a little annoying i dont seem to need to do anything as a result of the crashes just click on it and it runs as if nothing happens other than that it works well,not meaningful,
97ebe479-afd6-11e6-be22-b252784303c8,com.fsck.k9,crash crash crash was 5 stars htc one m8 stock after update this app is broken crash when opening messages crash when sending email,update,
6244954e-afd7-11e6-be22-b252784303c8,com.fsck.k9,great yesterday the app started crashing on both my phones i cleared the apps data and cache but adding my imap account caused the app to crash again i think k9 has a problem reading a few thousand mails maybe you can check this,resource management,
639b4bb6-afd7-11e6-be22-b252784303c8,com.fsck.k9,crashes used k9 for years now it crashes or blanks out all the time,not meaningful,
3394e9a2-afd9-11e6-be22-b252784303c8,com.fsck.k9,crash cant handle a simple gmail crashes upon checking credentials android 50 on samsung s5,feature,
1f8574dd-afda-11e6-be22-b252784303c8,com.fsck.k9,extremely buggy used to a very solid app for years now it crashes all the time and lots of problems sending mail its a shame something changed with these guys,feature,
083aabd1-afdb-11e6-be22-b252784303c8,com.fsck.k9,update right now yep fixed crashing after updating to 52 or something back to normal,update,
093119c4-afdb-11e6-be22-b252784303c8,com.fsck.k9,great email client need spam filtering but was the 1 of the only email clients i could find that allowed you to select all messages and delete them at once update its a year later and k9 still holds the crown for features compatibility and performance update vicious bug with 51 lollipopselecting a message or messages crashes the app the dog walkers fixed this within a few hours wow,feature,
0b46b359-afdb-11e6-be22-b252784303c8,com.fsck.k9,still works for me the latest version 5003 is great its fast doesnt crash and works with hotmail you just have to know how i found out from other helpful people heartily as opposed to hardly recommended,wrong,
0b63d84b-afdb-11e6-be22-b252784303c8,com.fsck.k9,fixed thanks k9 great but has issues with android v51 due to its dark theming option k9 is my goto android email app unfortunitely on android v510 k9 force closes anytime one or more emails are seleted from the left side list check box all other funtionality appear to work this is true both on my nexus 10 and 5 now that they run android v51 while k9 did not have any issues with android v502 hopefully this will be fixed soon,feature,
01f3a7f7-afdc-11e6-be22-b252784303c8,com.fsck.k9,used to be good any time i try and add a new gmail account it crashes right after checking incoming server settings tried reinstalling and now i cant even set up one account,feature,
49e70997-afdd-11e6-be22-b252784303c8,com.fsck.k9,crashes worked wonderfully for a long time then i did an update and it started crashing uninstalled it thinking it might need a wipe cachedalvikfolder delete but now it wont even run after install crashes on start shameful,update,
512437b5-afdd-11e6-be22-b252784303c8,com.fsck.k9,last version upgrade is awful i used to love this app now i hate it with the latest version it freezes constantly and takes forever to load mail folders it crashes and doesnt remove deleted items from the inbox until i exit and go back into the app sometimes only new mail is displayed in the inbox other times all the mail with no rhyme or reason very frustrating since it was much better,feature,
5b3a5a4d-afde-11e6-be22-b252784303c8,com.fsck.k9,crashes every time on large messages used to be good but it cant handle large emails any more will they ever fix it,resource management,
6c2e4c19-afdf-11e6-be22-b252784303c8,com.fsck.k9,from 5 to 3 since the last few update all it does is freeze up or crash this was my go to email app for all my android devices recommended to all family friends and coworkers not anymore looking for a good replacement,update,
749cf563-afdf-11e6-be22-b252784303c8,com.fsck.k9,broke on tablet crashes on samsung wifi only works great on my husbands s5 please fix,not meaningful,
a7a05783-bda7-11e6-9d51-fa163e345ce9,com.fsck.k9,used to work well but its been crashing and hanging constantly and it takes forever to get thru my email needs serious fixes,not meaningful,
3848d1b5-c003-11e6-8955-fa163e345ce9,com.fsck.k9,so far no crashes on this phone however how do i print an email also scroll bar still interfering with message stars grrr,not meaningful,
cc6e045f-ce26-11e6-998a-fa163e345ce9,com.fsck.k9,updating and crashing since the update all i can do is upgrade folders then it crashes i hope a fix is coming soon,update,
067ae85c-d083-11e6-9556-fa163e345ce9,com.fsck.k9,5201 is a nonstarter broken zoom frequenct crashes ive reverted my install to 5010 it isnt perfect but it works in 5201 zoom is broken and it crashed a few times in the few hours ive had it installed unacceptable especially the broken zoom,update,
0fac6c84-d083-11e6-9556-fa163e345ce9,com.fsck.k9,was great until recent update once i open mail it crashes out,update,
144e5657-d083-11e6-9556-fa163e345ce9,com.fsck.k9,has trouble with sorting and deleting crashes trying to delete imap messages every time although it is the only app i found capable of sorting messages and showing internet headers the reliability of some of these advanced function is only soso for large numbers of messages 10k sorting by sender does not appear to work at all and sorting by date sent vs received date only sort of worked so overall a bit disappointing,feature,
506dfbc7-d215-11e6-a0f0-fa163e345ce9,com.fsck.k9,poor after update was great till recent update that crashes its database some emails that can be opened previously now not able to now even manual fetching of email become so slow and sometimes hang,update,
550b9fdf-d215-11e6-a0f0-fa163e345ce9,com.fsck.k9,what are you doing with a nice app crash and slow please cancel you update and go back to the working one worked smooth for years but not anymore i hate when a nice app is spoiled by bad developers,update,
5a5d51b6-d215-11e6-a0f0-fa163e345ce9,com.fsck.k9,new version crashes ive been using k9 for years but you ruined it in this release 1everything is suddenly a lot slower 2app crashes while scrolling through messages in sent folder 3app no longer goes straight to inbox from phones notification bar goes to folder list instead 4why do you now have contacts pictures or initials on new messages and how do you turn this off 5why the new drop down for cc bcc etc its too big the old button was fine ill try to an downgrade older version for now or use something el,update,feature
5a93a3f8-d215-11e6-a0f0-fa163e345ce9,com.fsck.k9,crashing after last update was working well until yesterdays update now its just closing without any messages when opening email not on all but on most emails pls return previous version,update,feature
5c4328be-d215-11e6-a0f0-fa163e345ce9,com.fsck.k9,worked perfectly in previous versions however v5201 crashes whenever one steels to view an email on samsung galaxy s5,update,feature
08bff66f-d604-11e6-883f-fa163e345ce9,com.fsck.k9,poor updates recently pinch zoom into emails no longer working stability issues and crashes when viewing some emails long time user and disappointed in steps backwards,update,feature
0c5fb17e-d604-11e6-883f-fa163e345ce9,com.fsck.k9,latest update is hopeless now cant send emails from one of my accounts update fixed by recreating accounts every folder had to be recreated the new send screen is of poor design with the contacts taking up too much room the app now crashes every so often didnt happen before very disappointed,update,feature
0f3a48c9-d604-11e6-883f-fa163e345ce9,com.fsck.k9,please fix the latest updates have ruined this oncegreat app it crashes forcecloses and when i reply to messages all the text that i am replying to is a dark blue and cannot be seen i even downloaded earlier versions to install but v50 which might fix the problem fails to see my import backup file so until its fixed were all just stuck why update an app that was working im a longtime user but will have to switch apps if this isnt fixed,update,feature
10a87ed0-d604-11e6-883f-fa163e345ce9,com.fsck.k9,great app have used it for some time unfortunately started crashing every minute so frustrating had to finally uninstall cant give higher rating until latest updates get fixed,not meaningful,
1ea6a63f-d604-11e6-883f-fa163e345ce9,com.fsck.k9,used to like it crashes constantly i also dont understand why i cannot move emails in trash deleted in error back into my inbox its just not possible and should be in the trash can they cannot be fully loaded or replied to,not meaningful,
334afc78-d795-11e6-8f17-fa163e345ce9,com.fsck.k9,latest version is bad 5 stars prior to latest version now 2 stars the latest version introduced many bugs you can no longer zoom text delete a message causes app to crash scroll to previous message causes crash it seems to always end abruptly there are probably more problems but i dont want look for them,update,feature
389e830f-d795-11e6-8f17-fa163e345ce9,com.fsck.k9,what are you doing with a nice app crash and slow worked smooth for years but not anymore i hate when a nice app is spoiled by bad developers,not meaningful,
3a55f718-d795-11e6-8f17-fa163e345ce9,com.fsck.k9,update killed it regular force closes s5 phone,update,
7dfdde14-d927-11e6-b326-fa163e345ce9,com.fsck.k9,latest updates have destroyed great app no crashes ever until 2017 updates now crashes every 30 seconds cannot read a full email before it crashes please roll back to 2016 and test before reupdating,update,
7e38eb45-d927-11e6-b326-fa163e345ce9,com.fsck.k9,what are you doing with a nice app taskbar problems slow minor crash cant zoom all have worked but not anymore worked smooth for years but not anymore i hate when a nice app is spoiled by bad developers,update,feature
7f376f8a-d927-11e6-b326-fa163e345ce9,com.fsck.k9,freezes and crashes incessantly and sometimes eats messages in composition i have been using k9 mail for over 2 years due to being stuck with pop3 service on verizon and k9 mail has increasingly tended to freeze up and sometimes crash after the update to the latest version available on january 3 2017 it stopped working entirely it also sometimes loses messages in composition without saving a draft switched to blue mail which is missing some features important for pop3 but at least works,update,feature
81f05a57-db83-11e6-8eeb-fa163e345ce9,com.fsck.k9,best android email app thank you for such a terrific free app the latest version has lots of cool features may i suggest some featuresfixes a setting to allow attachment list to appear on top or below message body last update moved it to the bottom where they can be missed make confirm optional on mark all messages as read searches on a large database makes screen go black for a few seconds and then crashes on longer search strings delete message from home task list deletes message but dialog box can remain,resource management,
152d231f-dd15-11e6-a745-fa163e345ce9,com.fsck.k9,bugs search function and trying to read asent mail results in a crash,feature,
862b5425-dea7-11e6-ab42-fa163e345ce9,com.fsck.k9,thank you for such a terrific free app the latest version has lots of cool features may i suggest some featuresfixes a setting to allow attachment list to appear on top or below message body last update moved it to the bottom where they can be missed make confirm optional on mark all messages as read searches on a large database makes screen go black for a few seconds and then crashes on longer search strings delete message from home task list deletes message but dialog box can remain,resource management,
8792d36c-dea7-11e6-ab42-fa163e345ce9,com.fsck.k9,used to be good butnthe new version crashes constantly even when i am using other apps i had to uninstall it,update,
93336820-e103-11e6-8fa8-fa163e345ce9,com.fsck.k9,since one of the latest updates it crashes quite often but definitely does not let me to delete or mark read from notification samsung s7,update,feature
9ac238be-e103-11e6-8fa8-fa163e345ce9,com.fsck.k9,latest update is useless pinch to zoom doesnt work crashes regularly and runs ridiculously slowly please fix it urgently,update,feature
9bc020c3-e103-11e6-8fa8-fa163e345ce9,com.fsck.k9,latest update breaks pinchtozoom and crashes app occasionally and polling folders is much slower than before whatever the database update did made app interface and retrieving and searching messages sloooooower motorola droid maxx,update,feature
2484bde3-e47e-11e6-b02a-fa163e345ce9,com.fsck.k9,still crashing after most recent update wish you could move an email between email accounts,update,
137518c6-e869-11e6-ba6b-fa163e345ce9,com.fsck.k9,still crashing frrquently after most recent update recently crashed while drafting email and i lost all the email i had typed wish you could move an email between email accounts longtime user but frequent crashing has caused me to switch email apps,update,feature
a922f7e6-e9a7-11e6-aa52-fa163e345ce9,com.fsck.k9,ive been using k9 for years and have loved it but the last 3 or so updates have been horrible slowed the app down and caused often crashes im going to find an old version until this is resolved,update,
0308c7c4-ec04-11e6-a3aa-fa163e345ce9,com.fsck.k9,latest update is useless pinch to zoom doesnt work crashes regularly and runs ridiculously slowly please fix it urgently ok pinch to zoom now fixed still running like a tortoise and crashing all the time,update,feature
afc852f0-ed95-11e6-8610-fa163e345ce9,com.fsck.k9,latest updates is causing the app to constantly crash on my samsung you cant compose an email as it will crash while you are doing so,update,feature
79b1a2e8-f31b-11e6-885c-000c29dba5da,com.fsck.k9,i thought it was doing okay but keeps crashing reduced rating down from 45 to 25 im not willing to send report because the report button doesnt allow me to see whats being collected and for me to choose or approve i greatly appreciate being able to export settings receipts many other features other than the need to fix crash problem i can only suggest 3 things 1 allow messages to be date grouped in the inbox with header title being a date like the way the default stock email app does it on samsung galaxy phones 2 allow to only download headers again like default email app 3 allow emails to not be syncedstored on phone especially when setup as an imap connection,not meaningful,
7cdcf243-f31b-11e6-885c-000c29dba5da,com.fsck.k9,app crawls to a halt crashes frequently i suspect that the app can no longer handle large amounts of imap email please fix this,resource management,
